city,latitude,longitude
"Bielefeld, Germany",52.030229,8.532471
"Bitterfeld, Germany",51.626359,12.327687
"Bonn, Germany",50.73743,7.098207
"Borken, Germany",51.848271,6.859448
"Borna, Germany",51.124598,12.492322
"Bottrop, Germany",51.529086,6.944689
"Bremen, Germany",53.079296,8.801694
"Brunb�ttel, Germany",,
"Buckow, Germany",52.568024,14.07355
"Burghausen, Germany",48.172561,12.831075
"Carlsfeld, Germany",48.229073,11.474439
"Chemnitz, Germany",50.827845,12.92137
"Coburg, Germany",50.261209,10.962695
"Collm, Germany",51.695718,7.467609
"Cottbus, Germany",51.756311,14.332868
"Darmstadt, Germany",49.872825,8.651193
"Datteln, Germany",51.646136,7.33483
"Dessau, Germany",51.822244,12.242452
"Dillingen, Germany",48.579092,10.494024
"Dortmund, Germany",51.513587,7.465298
"Dreissigacker, Germany",50.559746,10.386456
"Dresden, Germany",51.050409,13.737262
"Duisburg, Germany",51.434408,6.762329
"Dunzweiler, Germany",49.416182,7.304805
"D�sseldorf, Germany",51.227741,6.773456
"Eisenh�ttenstadt, Germany",52.143662,14.641902
"Erfurt, Germany",50.984768,11.02988
"Erpfingen, Germany",48.351045,9.195933
"Essen, Germany",51.455643,7.011555
"Flensburg, Germany",54.793743,9.446996
"Frankfurt, Germany",50.110922,8.682127
"Freiberg, Germany",50.912828,13.341727
"Freiburg, Germany",47.999008,7.842104
"Friedrichshafen, Germany",47.661765,9.480011
"F�rth-Odenwald, Germany",49.662188,8.831843
"Gehlberg, Germany",50.678631,10.790595
"Gelsenkirchen, Germany",51.517744,7.085717
"Gera, Germany",50.885071,12.08072
"Glauchau, Germany",50.818776,12.545171
"Goettingen, Germany",51.54128,9.915804
"G_hlen, Germany",51.666513,6.874304
"G_rlitz, Germany",51.150627,14.968707
"Hamburg, Germany",53.551085,9.993682
"Hanau, Germany",50.126412,8.92831
"Hattingen, Germany",51.401812,7.191157
"Heidelberg, Germany",49.398752,8.672434
"Herdorf, Germany",50.778035,7.947323
"Hortenkopf, Germany",49.2704,7.8274
"H�rth, Germany",,
"Ingolstadt, Germany",48.766535,11.425754
"Kaiserslautern, Germany",49.440066,7.749126
"Karlsruhe, Germany",49.00689,8.403653
"Kassel, Germany",51.312711,9.479746
"Kehl, Germany",48.578873,7.816082
"Kehlheim, Germany",48.918412,11.886563
"Kempten, Germany",47.72857,10.315783
"Kleinwallstadt, Germany",49.872268,9.166776
"Klingental, Germany",50.370718,12.468171
"Koblenz, Germany",50.356943,7.588996
"K_ln, Germany",50.937531,6.960279
"Konstanz, Germany",47.67795,9.173238
"Krefeld, Germany",51.338761,6.585342
"Kulmbach, Germany",50.103928,11.444818
"Landshut, Germany",48.544192,12.146853
"Leisel, Germany",49.718641,7.201529
"Leuna, Germany",51.323266,12.024228
"Leverkusen, Germany",51.045925,7.01922
"Limburg, Germany",50.398601,8.079578
"Lindau, Germany",47.579782,9.678933
"L�beck, Germany",,
"Ludwigsburg, Germany",48.894062,9.195464
"Ludwigshafen, Germany",49.47741,8.44518
"L�nen, Germany",,
"Mainz, Germany",49.992862,8.247253
"Mannheim, Germany",49.487459,8.466039
"Marburg, Germany",50.802173,8.766793
"Mewegen, Germany",53.520306,14.250489
"Michaelstadt, Germany",49.679961,9.004162
"M_nchengladbach, Germany",51.180457,6.442804
"M�lheim, Germany",51.418568,6.884523
"M�nchen, Germany",48.135125,11.581981
"M�nster, Germany",51.960665,7.626135
"Nettetal, Germany",51.326279,6.2721
"Neubrandenburg, Germany",53.567829,13.277927
"Neuenburg, Germany",48.846547,8.588548
"Neuglobsow, Germany",53.145031,13.049326
"Neuhausen, Germany",48.682099,9.275825
"Neuruppin, Germany",52.915455,12.799078
"Neustadt, Germany",49.350186,8.148689
"Neustadt A.D.Donau, Germany",48.803006,11.767073
"Neu-Ulm, Germany",48.390604,10.00604
"Neuwied, Germany",50.436187,7.466455
"Niederzier, Germany",50.876613,6.470278
"Nordhausen, Germany",51.499079,10.791581
"N�rnberg, Germany",49.45203,11.07675
"Oberried-Hofsgrund, Germany",47.900816,7.89869
"Osnabrueck, Germany",52.279911,8.047179
"Pforzheim, Germany",48.892186,8.694629
"Plauen, Germany",50.497613,12.136868
"Possen, Germany",51.338889,10.858056
"Potsdam, Germany",52.390569,13.064473
"Radebeul, Germany",51.111565,13.649371
"Ratingen, Germany",51.296415,6.840184
"Raunheim, Germany",50.010411,8.452918
"Regensburg, Germany",49.01343,12.101624
"Reutlingen, Germany",48.506939,9.203804
"Riedstadt, Germany",49.843179,8.467169
"Saarbr�cken, Germany",49.240157,6.996933
"Saarlouis, Germany",49.313461,6.752286
"Schw��Bisch Hall, Germany",49.112465,9.737265
"Schwandorf, Germany",49.319888,12.109135
"Schwedt/Oder, Germany",53.06247,14.273464
"Schweinfurt, Germany",50.049205,10.219423
"Schwerte, Germany",51.444826,7.566831
"Simmerath, Germany",50.606131,6.29923
"Soest, Germany",51.571148,8.105754
"Solingen, Germany",51.170207,7.083141
"Stuttgart, Germany",48.775846,9.182932
"Sulzbach-Rosenberg, Germany",49.496964,11.755425
"Tauberbischofsheim, Germany",49.62632,9.655961
"Tiefenbach, Germany",49.436995,12.583633
"Trier, Germany",49.749992,6.637143
"Trostberg, Germany",48.025237,12.555258
"Ulm, Germany",48.401082,9.987608
"Unna, Germany",51.542635,7.685311
"Villingen-Schwenningen, Germany",48.059402,8.464087
"Wascheid, Germany",50.25263,6.413445
"Wasserkuppe, Germany",50.5,9.933333
"Weiden I.D.Opf., Germany",49.674364,12.148934
"Weil Am Rhein, Germany",47.593437,7.619812
"Wesel, Germany",51.664308,6.629568
"Westerland, Germany",54.908534,8.309822
"Wetzlar, Germany",50.55898,8.508165
"Wiesbaden, Germany",50.078218,8.239761
"Wiesloch, Germany",49.295371,8.696206
"Witzenhausen/Wald, Germany",51.327039,9.77869
"Wolfsburg, Germany",52.42265,10.786546
"Worms, Germany",49.634137,8.350718
"W_rth, Germany",53.931322,9.720185
"W�rzburg, Germany",49.791304,9.953355
"Zeitz, Germany",51.044327,12.14028
"Zella-Mehlis, Germany",50.658799,10.664964
"Zingst, Germany",54.435716,12.688801
"Agia Paraskevi, Greece",38.013583,23.821808
"Amaroussio, Greece",38.054956,23.807655
"Athens, Greece",37.983917,23.72936
"Echedoro, Greece",40.650518,22.822468
"Larissa, Greece",39.639022,22.419125
"Lykovrisi, Greece",,
"Patra, Greece",38.24664,21.734574
"Pireas, Greece",37.942986,23.646983
"Thessaloniki, Greece",40.640063,22.944419
"Volos, Greece",39.36219,22.942159
"Guatemala, Guatemala",14.634915,-90.506882
"Tegucigalpa, Honduras",14.072275,-87.192136
"Ajka, Hungary",47.103635,17.551778
"Budapest, Hungary",47.497912,19.040235
"Debrecen, Hungary",47.531605,21.627312
"Duna�jv�ros, Hungary",,
"Esztergom, Hungary",47.788395,18.743445
"Gyor, Hungary",47.687457,17.650397
"Hern�dszurdok, Hungary",48.48169,21.207156
"Kazincbarcika, Hungary",48.248944,20.618977
"Miskolc, Hungary",48.096363,20.762386
"Ny�regyh�za, Hungary",,
"P_cs, Hungary",46.072735,18.232266
"Sarr�d, Hungary",,
"Sopron, Hungary",47.681662,16.58448
"Sz�zhalombatta, Hungary",,
"Szeged, Hungary",46.25301,20.141425
"Tatab�nya, Hungary",,
"Veszpr_m, Hungary",47.102809,17.909302
"Akureyri, Iceland",65.688492,-18.126169
"Hafnarfjordur, Iceland",64.029105,-21.968463
"Reykjavik, Iceland",64.126521,-21.817439
"Agra, India",27.17667,78.008075
"Ahmedabad, India",23.022505,72.571362
"Aizawl, India",23.727107,92.717639
"Akola, India",20.705935,77.021902
"Alappuzha, India",9.498067,76.338848
"Allahabad, India",25.435801,81.846311
"Alwar, India",27.552991,76.634573
"Amravati, India",20.937424,77.779551
"Amritsar, India",31.633979,74.872264
"Angul, India",20.844403,85.151082
"Anklesvar, India",21.626424,73.015198
"Aurangabad, India",19.876165,75.343314
"Baddi, India",30.957826,76.791356
"Balasore, India",21.486934,86.924601
"Bangalore, India",12.971599,77.594563
"Berhampur, India",19.314962,84.794091
"Bhilai, India",21.193848,81.350942
"Bhopal, India",23.259933,77.412615
"Bhubneshwar, India",20.296059,85.82454
"Bongaigaon, India",26.500999,90.535236
"Chandigarh, India",30.733315,76.779418
"Chandrapur, India",19.97046,79.301485
"Chennai, India",13.08268,80.270718
"Chitoor, India",13.217176,79.100329
"Coimbatore, India",11.016845,76.955832
"Cuttack, India",20.462521,85.88299
"Dehradun, India",30.316495,78.032192
"Delhi, India",28.613939,77.209021
"Devanagere, India",12.387925,77.071907
"Dewas, India",22.962267,76.050795
"Dhanbad, India",23.795653,86.430386
"Dibrugarh, India",27.472833,94.911962
"Dimapur, India",25.862989,93.753666
"Durgapur, India",23.520444,87.311923
"Faridabad, India",28.408912,77.317789
"Firozabad, India",27.159101,78.395757
"Gobindgarh, India",30.858747,75.943421
"Golaghat, India",26.523852,93.962337
"Guntur, India",16.306652,80.43654
"Guwahati, India",26.144517,91.736237
"Gwalior, India",26.218287,78.182831
"Hassan, India",13.006814,76.099552
"Howrah, India",22.595769,88.263639
"Hyderabad, India",17.385044,78.486671
"Indore, India",22.719569,75.857726
"Jaipur, India",26.912434,75.787271
"Jalandhar, India",31.326015,75.576183
"Jalgaon, India",21.007658,75.562604
"Jammu, India",32.726602,74.857026
"Jamnagar, India",22.470702,70.05773
"Jhansi, India",25.448426,78.568459
"Jodhpur, India",26.238947,73.024309
"Kakinada, India",16.989065,82.247465
"Kanpur, India",26.449923,80.331874
"Khanna, India",30.697852,76.211229
"Khurja, India",28.251354,77.85388
"Kochi, India",9.931233,76.267304
"Kohima, India",25.658596,94.105331
"Kolhapur, India",16.704987,74.243253
"Kolkata, India",22.572646,88.363895
"Kollam, India",8.893212,76.61414
"Korba, India",22.35945,82.75006
"Kota, India",25.213816,75.864753
"Kothagudem, India",17.556004,80.614396
"Kottayam, India",9.591567,76.522153
"Kozhikode, India",11.258753,75.78041
"Kurnool, India",15.828126,78.037279
"Lucknow, India",26.846694,80.946166
"Ludhiana, India",30.900965,75.857276
"Madurai, India",9.925201,78.119775
"Margherita, India",27.291066,95.669461
"Meerut, India",28.984462,77.706414
"Mumbai, India",19.075984,72.877656
"Nagaon, India",26.346371,92.684043
"Nagda, India",23.44546,75.416992
"Nagpur, India",21.1458,79.088155
"Nalbari, India",26.444619,91.441053
"Nalgonda, India",17.057571,79.262029
"Nanded, India",19.138251,77.320955
"Nashik, India",19.997453,73.789802
"Navi Mumbai, India",19.033049,73.029662
"Naya Nangal, India",31.386641,76.355046
"Nellore, India",14.442599,79.986456
"Noida, India",28.535516,77.391026
"Panaji, India",15.49093,73.82785
"Parwanoo, India",30.837164,76.961426
"Pathanamthitta, India",9.264758,76.787041
"Patiala, India",30.339781,76.38688
"Patna, India",25.594095,85.137565
"Puducherry, India",11.91386,79.814472
"Pune, India",18.52043,73.856744
"Raebareli, India",26.23453,81.240869
"Raipur, India",21.251384,81.629641
"Rajkot, India",22.303895,70.80216
"Ramagundam, India",18.75955,79.481638
"Raniganj, India",23.629058,87.092391
"Rayagada, India",19.171209,83.416323
"Rishikesh, India",30.086928,78.267612
"Rourkela, India",22.260423,84.853584
"Salem, India",11.664325,78.146014
"Sambalpur, India",21.466872,83.981166
"Sangli, India",16.852397,74.581477
"Shillong, India",25.578773,91.893254
"Shimla, India",31.104815,77.173403
"Sibsagar, India",26.98261,94.642452
"Silchar, India",24.833271,92.778905
"Singrauli, India",24.19921,82.664547
"Solapur, India",17.659919,75.906391
"Surat, India",21.17024,72.831061
"Tezpur, India",26.65285,92.792559
"Thane, India",19.218331,72.97809
"Thiruvananthapuram, India",8.524139,76.936638
"Tinsukia, India",27.492191,95.346775
"Trichy, India",10.790483,78.704673
"Tura, India",25.514071,90.203214
"Udaipur, India",24.585445,73.712479
"Ujjain, India",23.179301,75.78491
"Vadodara, India",22.307159,73.181219
"Vapi, India",20.389316,72.91062
"Varanasi, India",25.317645,82.973914
"Vishakhapatnam, India",17.686816,83.218482
"Warangal, India",17.968901,79.594054
"Bandung, Indonesia",-6.917464,107.619123
"Ahvaz, Iran",31.318327,48.670619
"Arak, Iran",34.095355,49.701349
"Bojnord, Iran",37.470206,57.314335
"Boshehr, Iran",28.923384,50.820314
"Hamadan, Iran",34.798858,48.515022
"Isfahan, Iran",32.654627,51.667983
"Kerman, Iran",30.283938,57.083363
"Kermanshah, Iran",34.327692,47.077769
"Mashhad, Iran",36.260462,59.616755
"Pakdasht, Iran",35.466891,51.686062
"Qazvin, Iran",36.273659,49.998236
"Rasht, Guilan, Iran",37.268218,49.589123
"Robatkarim, Iran",35.471357,51.085391
"Sanandaj, Iran",35.321875,46.986165
"Sari, Iran",36.565873,53.058633
"Semnan, Iran",35.578797,53.379811
"Shahryar, Iran",35.670677,51.022759
"Shiraz, Iran",29.591768,52.583698
"Tabriz, Iran",38.096239,46.273801
"Tehran, Iran",35.689198,51.388974
"Urmia, Iran",37.549806,45.078628
"Varamin, Iran",35.325241,51.647199
"Yasuj, Iran",30.668383,51.587523
"Zabol, Iran",31.032368,61.490248
"Zanjan, Iran",36.683005,48.508721
"Baghdad, Iraq",33.312806,44.361488
"Balbriggan, Ireland",53.608319,-6.18208
"Bray, Ireland",53.200903,-6.111074
"Castlebar, Ireland",53.855001,-9.287926
"Dublin, Ireland",53.349805,-6.26031
"Ennis, Ireland",52.847426,-8.988738
"Galway, Ireland",53.270668,-9.056791
"Longford, Ireland",53.727556,-7.793109
"Mace Head, Ireland",53.324722,-9.903333
"Afula, Israel",32.610493,35.287922
"Arad, Israel",31.261447,35.214862
"Ashdod, Israel",31.804381,34.655314
"Ashkelon, Israel",31.668789,34.574252
"Bat Hadar, Israel",31.648125,34.597146
"Beer Sheva, Israel",31.252973,34.791462
"Beit Shemesh, Israel",31.747041,34.988099
"Bnei Brak, Israel",32.084932,34.835226
"Ceasaria, Israel",32.519016,34.904544
"Eilat, Israel",29.557669,34.951925
"Erez, Israel",31.55984,34.564889
"Gedera, Israel",31.812301,34.777019
"Givataim (Tel Aviv), Israel",32.072176,34.808871
"Gvar'Am, Israel",31.591461,34.612156
"Hadera, Israel",32.434046,34.919652
"Haifa, Israel",32.794046,34.989571
"Holon (Tel Aviv), Israel",32.015833,34.787384
"Jerusalem, Israel",31.768319,35.21371
"Karmey Yossef, Israel",,
"Karmiel, Israel",32.914671,35.292417
"Kfar Masarik, Israel",32.891218,35.098414
"Kiryat Ata, Israel",32.809144,35.119773
"Kiryat Bialik, Israel",32.832154,35.088407
"Kiryat Malahi, Israel",31.730202,34.746996
"Kiryat Tivon, Israel",32.716221,35.127483
"Modi'In, Israel",31.90912,35.002462
"Nesher, Israel",32.7649,35.049191
"Nir Galim, Israel",31.82552,34.68254
"Nir Israel, Israel",31.692156,34.638071
"Pardes Hana, Israel",32.478418,34.972318
"Petah Tikva, Israel",32.084041,34.887762
"Ra'Anana, Israel",32.184781,34.871326
"Ramat Gan, Israel",32.068424,34.824785
"Rehovot, Israel",31.892773,34.811272
"Sde Yo'Av, Israel",31.645723,34.676849
"Sderot, Israel",31.522694,34.595581
"Tel Aviv-Yafo, Israel",32.0853,34.781768
"Umm Al-Fahm, Israel",32.517127,35.148529
"Yavne, Israel",31.877958,34.739449
"Zemer, Israel",32.365684,35.034651
"Acquapendente, Italy",42.747723,11.86302
"Alatri, Italy",41.725294,13.341204
"Alba, Italy",44.700915,8.035691
"Albenga, Italy",44.049425,8.215611
"Albisola Superiore, Italy",44.336241,8.50991
"Alessandria, Italy",44.907273,8.61168
"Alfonsine, Italy",44.505904,12.043067
"Allumiere, Italy",42.15575,11.900502
"Anagni, Italy",41.745324,13.151364
"Aosta, Italy",45.734955,7.313076
"Aprilia, Italy",41.594402,12.656031
"Arezzo, Italy",43.463284,11.879634
"Arnesano, Italy",40.33648,18.090654
"Assemini, Italy",39.2915,8.997758
"Asti, Italy",44.900751,8.206426
"Avellino, Italy",40.914388,14.790612
"Badia Polesine, Italy",45.093021,11.493056
"Bari, Italy",41.117143,16.871871
"Bassano Del Grappa, Italy",45.765729,11.727275
"Belluno, Italy",46.142464,12.216709
"Benevento, Italy",41.129761,14.782621
"Bergamo, Italy",45.698264,9.67727
"Bertonico, Italy",45.2346,9.668788
"Besenzone, Italy",44.986566,9.952704
"Biella, Italy",45.562884,8.05834
"Bologna, Italy",44.494887,11.342616
"Bolzano, Italy",46.498295,11.354758
"Borgaro Torinese, Italy",45.151771,7.654847
"Borgo Valsugana, Italy",46.052805,11.462605
"Borgofranco Sul Po, Italy",45.041198,11.192445
"Borgosesia, Italy",45.711075,8.290584
"Bormio, Italy",46.466357,10.370467
"Bosco Chiesanuova, Italy",45.620138,11.027074
"Brescia, Italy",45.541553,10.211802
"Bressanone, Italy",46.717705,11.657244
"Brindisi, Italy",40.632728,17.941762
"Brunico, Italy",46.796574,11.938042
"Busto Arsizio, Italy",45.611892,8.853127
"Cagliari, Italy",39.223841,9.121661
"Cairo Montenotte, Italy",44.400807,8.273246
"Calusco D'Adda, Italy",45.691107,9.477068
"Campi Salentina, Italy",40.398562,18.015417
"Campobasso, Italy",41.560254,14.662716
"Cantu', Italy",45.733684,9.13622
"Capannori, Italy",43.841893,10.573325
"Carcare, Italy",44.358437,8.288549
"Carpi, Italy",44.783878,10.879663
"Carrara, Italy",44.079325,10.097677
"Casale Monferrato, Italy",45.131609,8.450503
"Caserta, Italy",41.072348,14.331134
"Casirate D'Adda, Italy",45.495122,9.568045
"Cassino, Italy",41.490789,13.833378
"Castellarano, Italy",44.513251,10.733162
"Ceccano, Italy",41.569865,13.336405
"Cengio, Italy",44.391779,8.197106
"Cento, Italy",44.731532,11.290816
"Ceresole Reale, Italy",45.432177,7.234307
"Cervia, Italy",44.263549,12.347682
"Cesena, Italy",44.139644,12.246429
"Chieri, Italy",45.008885,7.827555
"Chitignano, Italy",43.660112,11.880045
"Ciampino, Italy",41.802425,12.602139
"Cinto Euganeo, Italy",45.276833,11.661913
"Civita Castellana, Italy",42.289148,12.414317
"Civitavecchia, Italy",42.092424,11.795413
"Codogno, Italy",45.161057,9.700946
"Colleferro, Italy",41.727253,13.003784
"Colorno, Italy",44.931881,10.377692
"Como, Italy",45.80806,9.085176
"Conegliano, Italy",45.889197,12.300637
"Corte Brugnatella, Italy",44.722974,9.352608
"Cossato, Italy",45.566837,8.175544
"Crema, Italy",45.364338,9.682484
"Cremona, Italy",45.133249,10.022651
"Cuneo, Italy",44.384477,7.542671
"Darfo Boario Terme, Italy",45.881589,10.187754
"Dernice, Italy",44.766578,9.050744
"Donnas, Italy",45.602861,7.772361
"Druento, Italy",45.134645,7.576543
"Este, Italy",45.225492,11.660392
"Faenza, Italy",44.289853,11.877409
"Feltre, Italy",46.017851,11.900584
"Ferentino, Italy",41.695679,13.257728
"Ferno, Italy",45.612477,8.757714
"Ferrara, Italy",44.838124,11.619787
"Fiorano Modenese, Italy",44.53197,10.828492
"Firenze, Italy",43.76956,11.255814
"Foggia, Italy",41.462198,15.54463
"Foligno, Italy",42.950868,12.701475
"Fontechiari, Italy",41.668821,13.6755
"Forli', Italy",44.22274,12.040731
"Francavilla Fontana, Italy",40.530498,17.582782
"Frosinone, Italy",41.639601,13.342634
"Galatina, Italy",40.175823,18.172476
"Genova, Italy",44.40565,8.946256
"Giano Dell'Umbria, Italy",42.836321,12.587181
"Gorizia, Italy",45.940181,13.620175
"Grosseto, Italy",42.763525,11.112363
"Grottaglie, Italy",40.537954,17.435493
"Guagnano, Italy",40.401245,17.951444
"Guastalla, Italy",44.921235,10.654396
"Gubbio, Italy",43.351319,12.575317
"Guidonia Montecelio, Italy",41.993969,12.724504
"Imola, Italy",44.36,11.712429
"Jolanda Di Savoia, Italy",44.88598,11.977181
"La Spezia, Italy",44.10245,9.824083
"Laces, Italy",46.617706,10.858964
"Laives, Italy",46.427114,11.337291
"Langhirano, Italy",44.61455,10.268695
"Latina, Italy",41.467567,12.903597
"Lecce, Italy",40.351516,18.175016
"Lecco, Italy",45.85657,9.39767
"Legnago, Italy",45.193597,11.303213
"Leonessa, Italy",42.566072,12.962445
"Livorno, Italy",43.548473,10.310567
"Lodi, Italy",45.309723,9.503716
"Lucca, Italy",43.837621,10.495061
"Lugagnano Val D'Arda, Italy",44.823488,9.828076
"Maddaloni, Italy",41.036703,14.381239
"Magenta, Italy",45.465526,8.885021
"Manfredonia, Italy",41.630735,15.91651
"Mantova, Italy",45.156417,10.791375
"Meda, Italy",45.661124,9.152425
"Merano, Italy",46.671294,11.152518
"Merate, Italy",45.698365,9.406547
"Mesagne, Italy",40.557725,17.810177
"Milano, Italy",45.465422,9.185924
"Mirandola, Italy",44.88636,11.063297
"Modena, Italy",44.647128,10.925227
"Molfetta, Italy",41.202777,16.598719
"Molinella, Italy",44.62269,11.669638
"Mondaino, Italy",43.857429,12.671921
"Monopoli, Italy",40.952517,17.298556
"Monserrato, Italy",39.256019,9.145358
"Montale, Italy",43.934742,11.017563
"Monza, Italy",45.5845,9.274449
"Morbegno, Italy",46.135506,9.566075
"Morgex, Italy",45.75644,7.037616
"Muggia, Italy",45.603154,13.766797
"Napoli, Italy",40.851775,14.268124
"Novara, Italy",45.44693,8.622161
"Nuraminis, Italy",39.441601,9.012723
"Odolo, Italy",45.646548,10.387561
"Olbia, Italy",40.923576,9.496443
"Osio Sotto, Italy",45.620259,9.584231
"Ostellato, Italy",44.745207,11.94185
"Oulx, Italy",45.033339,6.833631
"Padova, Italy",45.406435,11.876761
"Parma, Italy",44.801485,10.327904
"Parona, Italy",45.282497,8.749539
"Pavia, Italy",45.184725,9.158207
"Perugia, Italy",43.110717,12.390828
"Piacenza, Italy",45.052621,9.692984
"Pieve D'Alpago, Italy",46.166542,12.354741
"Pioltello, Italy",45.501385,9.330473
"Piombino, Italy",42.925634,10.525889
"Pisa, Italy",43.722839,10.401689
"Pistoia, Italy",43.930348,10.907859
"Poggibonsi, Italy",43.472565,11.146754
"Pomarance, Italy",43.299041,10.872188
"Ponti Sul Mincio, Italy",45.417292,10.685104
"Porretta Terme, Italy",44.155343,10.976185
"Porto Torres, Italy",40.833368,8.402293
"Portoscuso, Italy",39.206621,8.379174
"Prato, Italy",43.877705,11.102228
"Quartu Sant'Elena, Italy",39.241349,9.183646
"Quiliano, Italy",44.293441,8.402763
"Rapallo, Italy",44.349821,9.233889
"Ravenna, Italy",44.41836,12.203529
"Reggio Nell'Emilia, Italy",44.698993,10.629686
"Rezzato, Italy",45.507161,10.33249
"Rieti, Italy",42.404509,12.856728
"Rimini, Italy",44.067829,12.569516
"Riva Del Garda, Italy",45.889198,10.84307
"Roma, Italy",41.902784,12.496366
"Rovereto, Italy",45.89096,11.04014
"Rovigo, Italy",45.069812,11.790216
"Salerno, Italy",40.682441,14.768096
"Saliceto, Italy",44.413949,8.166825
"San Bonifacio, Italy",45.395371,11.2742
"San Clemente, Italy",41.062169,14.366098
"San Dona' Di Piave, Italy",45.630335,12.566099
"San Lazzaro Di Savena, Italy",44.47292,11.402955
"San Pancrazio Salentino, Italy",40.418531,17.840282
"San Pietro Vernotico, Italy",40.487512,17.996729
"San Rocco Al Porto, Italy",45.083276,9.696073
"Santa Croce Sull'Arno, Italy",43.710925,10.783619
"Santa Giusta, Italy",39.875995,8.610892
"Santa Giustina In Colle, Italy",45.56278,11.90622
"Santo Stefano Di Magra, Italy",44.161346,9.915649
"Sarezzo, Italy",45.652168,10.20055
"Saronno, Italy",45.624249,9.035961
"Sarroch, Italy",39.065497,9.010838
"Sassari, Italy",40.725927,8.555683
"Sassuolo, Italy",44.54433,10.784774
"Savignano Sul Rubicone, Italy",44.093683,12.400739
"Savona, Italy",44.29756,8.4645
"Scandicci, Italy",43.754217,11.192284
"Schio, Italy",45.717052,11.35977
"Schivenoglia, Italy",44.996285,11.070453
"Settimo Torinese, Italy",45.139586,7.770978
"Seulo, Italy",39.870016,9.235615
"Siniscola, Italy",40.576627,9.693566
"Sondrio, Italy",46.169858,9.878767
"Soresina, Italy",45.287284,9.857631
"Spoleto, Italy",42.741222,12.738521
"Susa, Italy",45.138614,7.048457
"Taranto, Italy",40.464361,17.24703
"Tavazzano Con Villavesco, Italy",45.329042,9.40352
"Terni, Italy",42.563617,12.64266
"Torchiarolo, Italy",40.482073,18.053639
"Torgiano, Italy",43.027316,12.432391
"Torino, Italy",45.070312,7.686856
"Trento, Italy",46.074779,11.121749
"Treviglio, Italy",45.521151,9.595119
"Treviso, Italy",45.666889,12.243044
"Trieste, Italy",45.649526,13.776818
"Trivero, Italy",45.670765,8.167833
"Turbigo, Italy",45.532992,8.736665
"Udine, Italy",46.071067,13.234579
"Vado Ligure, Italy",44.256061,8.391013
"Valmadrera, Italy",45.846966,9.359762
"Varese, Italy",45.820599,8.825058
"Venafro, Italy",41.481926,14.040231
"Venezia, Italy",45.440847,12.315515
"Verbania, Italy",45.928183,8.555471
"Vercelli, Italy",45.320227,8.418573
"Verona, Italy",45.438384,10.991622
"Verucchio, Italy",43.983423,12.422454
"Vezzano, Italy",46.080218,11.001409
"Viareggio, Italy",43.865727,10.25131
"Vicenza, Italy",45.545479,11.535421
"Villa Minozzo, Italy",44.36487,10.466681
"Vinchio, Italy",44.808003,8.313616
"Viterbo, Italy",42.420677,12.107669
"Voghera, Italy",44.99166,9.012044
"Kingston, Jamaica",18.017874,-76.809904
"Northern St. Catherine, Jamaica",17.981046,-76.864698
"Old Harbour Plains, St. Catherine, Jamaica",,
"Portmore, Jamaica",17.961127,-76.889391
"South Eastern Manchester, Jamaica",,
"Clarendon, Jamaica",17.955718,-77.240515
"Fukuoka City, Japan",33.590355,130.401716
"Gifu City, Japan",35.423298,136.760654
"Hachioji City, Japan",35.666339,139.315806
"Kagoshima City, Japan",31.596554,130.557116
"Kyoto City, Japan",35.011636,135.768029
"Nagoya City, Japan",35.181446,136.906398
"Niigata City, Japan",37.916192,139.036413
"Okayama City, Japan",34.655146,133.919502
"Okinawa City, Japan",26.334427,127.805583
"Osaka City, Japan",34.693738,135.502165
"Sapporo City, Japan",43.062096,141.354376
"Sendai City, Japan",38.268215,140.869356
"Shizuoka City, Japan",34.975562,138.38276
"Tokyo, Japan",35.709026,139.731992
"Yokohama City, Japan",35.443708,139.638026
"Al-Karak, Jordan",31.164806,35.761882
"Al-Zarqa', Jordan",32.080953,36.105854
"Amman, Jordan",31.956578,35.945695
"Irbid, Jordan",32.545442,35.857153
"Nairobi, Kenya",-1.292066,36.821946
"Al-Ahmadi, Kuwait",29.085376,48.065471
"Al-Fahaheel, Kuwait",29.080618,48.142019
"Ali Subah Al-Salem, Kuwait",28.957047,48.154826
"Al-Jahra, Kuwait",29.336573,47.675529
"Al-Mansouriya, Kuwait",29.357338,47.994836
"Al-Mutla, Kuwait",29.414444,47.678333
"Al-Rumaithyia, Kuwait",29.316733,48.076865
"Al-Salam, Kuwait",29.296629,48.013415
"Al-Shuwaikh, Kuwait",29.352382,47.950359
"Saad Al-Abdullah, Kuwait",29.313868,47.719386
"Shuaiba, Kuwait",29.034414,48.096563
"Liepaja, Latvia",56.504668,21.010806
"Rezekne, Latvia",56.509922,27.333136
"Riga, Latvia",56.949649,24.105186
"Ventspils, Latvia",57.393722,21.564707
"Baalbak, Lebanon",34.004689,36.21104
"Beirut, Lebanon",33.888629,35.495479
"Saida, Lebanon",33.562609,35.368727
"Zahle, Lebanon",33.846256,35.901952
"Buchanan, Liberia",5.887247,-10.030372
"Sanniquellie, Liberia",7.358656,-8.709579
"Jonava, Lithuania",55.072724,24.279334
"Kaunas, Lithuania",54.898521,23.903597
"Kedainiai, Lithuania",55.288131,23.957728
"Klaipeda, Lithuania",55.703295,21.144279
"Mazeikiai, Lithuania",56.309244,22.341468
